seqname,tax_id
C00000585n0,f__Ruminococcaceae
C00000585n1,f__Ruminococcaceae
A00005337,g__Pseudomonas
C00002096,g__Staphylococcus
C00002093,g__Staphylococcus
A00001218,g__Helicobacter
A00001219,g__Helicobacter
A00001216,f__Halobacteriaceae
A00001217,g__Halomonas
A00001214,f__Flavobacteriaceae
A00001215,f__Gallionellaceae
A00001212,g__Escherichia
A00001213,g__Ferrimonas
A00001210,c__Deltaproteobacteriae1
A00001211,g__Dickeya
A00002741,g__Yersinia
A00002740,g__Methylotenera
A00002743,g__Campylobacter
A00002742,g__Candidatus_Pelagibacter
A00002745,g__Nocardioides
A00002744,g__Niabella
A00002747,g__Meiothermus
A00002746,g__Bacillus
A00002749,g__Burkholderia
A00002748,g__Thermocrispum
A00004666,g__Gordonia
A00004667,g__Gordonia
A00000929,g__Dickeya
A00000928,g__Desulfovibrio
A00000927,g__Desulfovibrio
A00000926,g__Desulfotomaculum
A00000925,o__Desulfovibrionales
A00000924,f__Desulfohalobiaceae
A00000923,g__Crocosphaera
A00000922,g__Cupriavidus
A00000921,f__Coriobacteriaceae
A00000920,g__Corynebacterium
A00004662,g__Paenibacillus
A00004663,g__Bacillus
A00004592,g__Lactobacillus
A00004593,g__Bacillus
A00004590,g__Salmonella
A00004591,g__Salmonella
A00004596,g__Bacillus
A00004597,g__Acinetobacter
A00004594,g__Brucella
A00004595,g__Bartonella
A00004598,g__Klebsiella
A00004599,g__Aeromonas
C00002491,g__Solibacillus
A00002565,g__Candidatus_Kuenenia
A00002564,g__Paenibacillus
A00002567,g__Escherichia
A00002294,g__Enterococcus
A00002561,f__Marinilabiaceae
A00002560,g__Actinomyces
A00002563,g__Corynebacterium
A00002562,g__Yersinia
C00002497,o__Chroococcales
A00002569,g__Wolbachia
A00002568,g__Crocosphaera
A00002299,g__Streptococcus
A00002298,g__Streptococcus
C00002495,f__Comamonadaceae
C00002494,g__Arcobacter
C00000716,p__Marinimicrobia
C00000717,c__MSBL2
C00000714,p__Marinimicrobia
C00000715,c__MSBL2
C00000712,k__Bacteria
C00000713,p__Terrabacteria
C00000710,k__Archaea
C00000711,p__Archaea
C00000718,p__Marinimicrobia
C00000719,c__MSBL2
A00005543,g__Lachnoclostridium
C00000655,g__Nitrospira
C00000654,o__RB41
A00003166,g__Wigglesworthia
A00003167,g__Mesorhizobium
A00003164,g__Streptococcus
A00003165,g__Bacteroides
A00003162,g__Xanthomonas
A00003163,g__Propionibacterium
A00003160,g__Corynebacterium
A00003161,g__Enterococcus
A00003168,g__Chromatiaceae
A00003169,g__Lactobacillus
C00001449,g__Treponema
C00001448,g__Syntrophus
C00001441,o__SHA-20
C00001440,c__SJA-28
C00001443,o__Anaerolineales
C00001442,o__Pla1
C00001445,o__OPB11
C00001444n0,p__WS1
C00001444n1,p__WS1
C00001447,c__SJA-28
C00001446,p__Zixibacteria
C00001038,g__Bacteroides
C00001033,f__Ruminococcaceae
C00001034,o__Gastranaerophilales
C00001035,o__Bacteroidales
C00001036,g__Eubacterium
A00005541,f__Desulfuromonadaceae
C00002977,p__Fervidibacteria
A00004299,g__Eubacterium
A00004298,g__Burkholderia
A00004295,g__Butyrivibrio
A00004297,g__Ureaplasma
A00004296,g__Lactobacillus
A00004291,g__Klebsiella
A00004290,g__Bacillus
A00004293,g__Rhizobium
A00004292,g__Lactobacillus
C00000543,o__Clostridiales
C00000542,g__Escherichia
C00000541,p__Parcubacteria
C00000540,o__[Saccharimonales]
C00000547,g__Lactobacillus
C00000546,g__Sutterella
C00000545,g__Fusobacterium
C00000544,o__Bacteroidales
C00000549,g__Acidaminococcus
C00000548,c__Alphaproteobacteria
C00001018,f__Saprospiraceae
A00001159,g__Escherichia
A00001158,g__Escherichia
A00001409,f__Ruminococcaceae
A00001408,g__Eubacterium
A00001151,g__Chlamydia
A00001150,g__Chlamydia
A00001153,g__Chlamydia
A00001152,g__Chlamydia
A00001155,g__Chlamydophila
A00001154,g__Chlamydia
A00001157,g__Erwinia
A00001156,g__Clostridium
A00005546,g__Bacillus
A00005528,g__Staphylococcus
A00005529,g__Promicromonospora
A00005524,g__Sphingobium
A00005525,g__Staphylococcus
A00005526,g__Listeria
A00005527,g__Pectobacterium
A00005520,g__Burkholderia
A00005521,g__Burkholderia
A00005522,g__Fischerella
A00005523,g__Brevibacillus
A00002178,g__Enterococcus
A00002179,g__Saprospira
A00002172,g__Yersinia
A00002173,g__Hafnia
A00002170,g__Lactobacillus
A00002171,g__Olivibacter
A00002176,g__Streptomyces
A00002177,g__Listeria
A00002174,g__Yersinia
A00002175,g__Oxalobacter
A00003800,g__Prevotella
A00003371,g__Campylobacter
A00003370,g__Serratia
A00003377,f__Bacillaceae
A00003376,g__Bacillus
A00003375,f__[Acetivibrionaceae]
A00003374,g__Streptococcus
A00003809,g__Pediococcus
A00003808,g__Rickettsia
A00003379,g__Vibrio
A00003378,g__Desulfobacca
A00005212,g__Enterococcus
A00001128,g__Desulfurococcus
A00004449,g__Thiothrix
A00005544,f__Pseudoalteromonadaceae
A00001124,g__Thermoanaerobacter
A00001125,g__Thermoanaerobacter
A00001126,f__Streptosporangiaceae
A00001127,g__Thermocrinis
A00004440,g__Ureaplasma
A00001121,g__Streptomyces
A00001122,f__Syntrophomonadaceae
A00001123,f__Peptococcaceae
A00005213,g__Enterococcus
A00000053,g__Carboxydothermus
A00000052,o__Chlamydiales
A00000051,g__Candidatus_Pelagibacter
A00000050,g__Candidatus_Blochmannia
A00000057,g__Chlamydia
A00000056,g__Chlamydia
A00000055,g__Chlamydia
A00000054,g__Caulobacter
A00000729,o__Natranaerobiales
A00000728,g__Mycoplasma
A00000059,g__Chlamydophila
A00000058,g__Chlamydophila
A00005317,g__Duganella
C00001198,g__Geobacter
C00001195,o__Clostridiales
C00001193,c__OPB56
A00005314,g__Pseudomonas
A00005313,f__Enterobacteriaceae
A00005312,g__Rhizobium
A00005311,o__Sphaerobacterales
A00005310,g__Salmonella
C00002567,c__Deltaproteobacteriae1
C00002566,o__Rhizobiales
C00002565,f__Phycisphaeraceae
A00001796,g__Flexispira
C00002563,f__MVS-65
C00002562,o__Clostridiales
C00002561,o__MSBL9
C00002560,o__SJA-15
C00002569,f__Acidimicrobiaceae
C00002568,o__SBR1031
C00001996,o__Gastranaerophilales
C00001992n0,f__Lachnospiraceae
C00001992n1,f__Lachnospiraceae
C00001992n2,f__Lachnospiraceae
C00001999,g__Alistipes
A00001234,g__Paenibacillus
A00001235,g__Pantoea
A00001236,c__Alphaproteobacteria
A00001237,g__Prevotella
A00001230,g__Mycoplasma
A00001231,g__Mycoplasma
A00001232,g__Nitrosococcus
A00001233,g__Atopobium
A00001898,s__nucleatum
A00001899,f__Haloplasmataceae
A00004608,g__Thioalkalivibrio
A00004609,g__Pseudomonas
A00001238,g__Spirochaeta
A00001239,g__Spirochaeta
A00002767,g__Lactobacillus
A00002766,g__Streptococcus
A00002765,f__Bifidobacteriaceae
A00002764,g__Lactobacillus
A00002763,g__Mesorhizobium
A00002762,g__Lactobacillus
A00002761,f__Rhodospirillales
A00002760,g__Corynebacterium
C00000642,o__Anaerolineales
A00002769,g__Cupriavidus
A00002768,g__Salmonella
A00000945,g__Geobacter
A00000944,g__Geobacillus
A00000947,f__Halobacteriaceae
A00000946,f__Halobacteriaceae
A00000941,g__Eubacterium
A00000940,g__Eubacterium
A00000943,g__Flavobacterium
A00000942,g__Chryseobacterium
A00003870,g__Bacillus
A00000949,g__Hirschia
A00000948,g__Helicobacter
A00003871,g__Corynebacterium
A00001098,g__Methylotenera
A00001099,g__Moraxella
C00000480,f__[Barnesiellaceae]
A00001090,g__Leuconostoc
A00001091,g__Listeria
A00001092,g__Meiothermus
A00001093,g__Meiothermus
A00001094,g__Methanocaldococcus
A00001095,g__Methanocaldococcus
A00001096,g__Methanococcus
C00000738,p__Synergistetes
C00000739,c__Chthonomonadetes
C00000734,c__Atribacteria_OP9
C00000735,c__Marinomicrobia_SAR406
C00000736,c__Cloacamonetes
C00000737,c__Cloacamonetes
C00000730,k__Bacteria
C00000731,p__Microgenomates
C00000732,c__MSBL2
C00000733,c__Cloacamonetes
A00005211,g__Pseudomonas
A00003496,f__Promicromonosporaceae
A00003497,f__Flammeovirgaceae
A00003494,g__Campylobacter
A00003495,g__Escherichia
A00003492,g__Brucella
A00003493,g__Ochrobactrum
A00003490,g__Vibrio
A00003491,g__Escherichia
A00003498,g__Prevotella
A00003499,g__Streptomyces
A00002819,g__Ruminococcus
A00002818,g__Cupriavidus
A00002549,g__Staphylococcus
A00002548,g__Pediococcus
A00002543,g__Eubacterium
A00002542,g__Mycobacterium
A00002541,g__Salmonella
A00002540,g__Enterococcus
A00002547,g__Lactobacillus
A00002546,o__Chloroflexales
A00002545,g__Corynebacterium
A00002544,g__Corynebacterium
A00003638,g__Corynebacterium
A00003639,g__Vibrio
A00003148,g__Collinsella
A00003149,g__Listeria
A00003144,g__Cryomorphaceae
A00003633,g__Polaribacter
A00003630,g__Streptomyces
A00003631,g__Lactobacillus
A00003636,g__Megasphaera
A00003637,c__Gammaproteobacteria
A00003142,g__Gluconacetobacter
A00003635,g__Bacillus
C00001469,c__SJA-28
C00001468,p__Zixibacteria
C00001467,o__OPB11
C00001466n0,p__WS1
C00001466n1,p__WS1
C00001465,o__Anaerolineales
C00001464,o__Pla1
C00001463,o__SHA-20
C00001462,c__SJA-28
C00001461,o__Pla1
C00001460,o__O4D2Z37
A00005216,g__Simiduia
C00000909,o__Gastranaerophilales
C00000908,o__Gastranaerophilales
C00000903,o__[Betafibrobacterales]
C00000902,o__[Betafibrobacterales]
C00000901,c__Chitinivibrione
C00000900,p__Spirochaetes
C00000907,o__Gastranaerophilales
C00000906,o__[Betafibrobacterales]
C00000905,o__[Betafibrobacterales]
C00000904,o__[Betafibrobacterales]
A00005430,g__Burkholderia
A00001399,g__Enterobacter
A00001398,g__Corynebacterium
A00001393,g__Chlamydophila
A00001392,g__Chlamydia
A00001391,g__Campylobacter
A00001390,f__Lachnospiraceae
A00001397,g__Coprococcus
A00001396,f__Lachnospiraceae
A00001395,f__[Acetivibrionaceae]
A00001394,g__Lachnoclostridium
A00005728,g__Acinetobacter
A00005729,g__Enterococcus
A00005726,g__Escherichia
A00005727,f__[Halobacillaceae]
A00005724,g__Salmonella
A00005725,g__Rhodococcus
A00005722,g__Salmonella
A00005723,g__Citrobacter
A00005720,g__Salmonella
A00005721,g__Salmonella
A00000558,g__Fervidobacterium
A00000559,g__Flavobacterium
A00000552,g__Clostridium
A00000553,g__Coxiella
A00000550,g__Clostridium
A00000551,g__Clostridium
A00000556,g__Escherichia
A00000557,g__Escherichia
A00000554,g__Cronobacter
A00000555,g__Escherichia
A00004419,g__Labrenzia
A00001178,g__Staphylococcus
A00001177,g__Escherichia
A00001176,g__Salmonella
A00001175,g__Salmonella
A00001174,g__Rickettsia
A00001173,g__Neisseria
A00001172,f__Entomoplasmataceae
A00001171,f__Entomoplasmataceae
A00001170,g__Ureaplasma
A00005094,g__Escherichia
A00005095,g__Acinetobacter
A00005096,g__Pseudomonas
A00005097,g__Pseudomonas
A00005090,g__Neisseria
A00005091,g__Escherichia
A00005092,g__Neisseria
A00005093,g__Neisseria
A00005098,g__Enterobacter
A00005099,g__Streptococcus
A00005431,g__Helicobacter
C00001618,o__Anaerolineales
C00001619,f__Acidimicrobiaceae
C00001610,c__Acidobacteriia
C00001611,f__Hyphomicrobiaceae
C00001612,o__Anaerolineales
C00001613,o__SBR1031
C00001614,g__Ignavibacterium
C00001615,o__Acidimicrobiales
C00001616,o__SBR1031
C00001617,o__DRC31
A00000227,g__Rickettsia
A00002150,g__Rhizobium
A00002151,g__Listeria
A00002153,g__Taylorella
A00002154,g__Selenomonas
A00002155,g__Enterococcus
A00002156,g__Prevotella
A00002157,g__Corynebacterium
A00002158,g__Brucella
A00002159,g__Actinobacillus
A00003827,g__Vibrio
A00003826,f__Glycomycetaceae
A00003825,g__Lachnoclostridium
A00003824,g__Actinomyces
A00003823,f__[Weeksellaceae]
A00003822,g__Brevibacillus
A00003821,g__Odoribacter
A00003820,g__Parasutterella
A00003829,f__[Acetivibrionaceae]
A00003828,g__Mesorhizobium
A00000911,g__Candidatus_Liberibacter
A00005437,g__Chlamydophila
A00000707,g__Chlorobaculum
A00000706,f__Alteromonadaceae
A00000705,g__Candidatus_Phytoplasma
A00000704,g__Candidatus_Phytoplasma
A00000703,g__Candidatus_Kuenenia
A00000702,g__Candidatus_Cloacimonas
A00000701,o__Cytophagales
A00000700,g__Burkholderia
A00000709,g__Prosthecochloris
A00000708,g__Chlorobium
C00002716,o__RB41
A00001942,g__Methanocella
A00004135,g__Acinetobacter
A00001940,f__Methanosarcinaceae
A00001941,f__Halobacteriaceae
C00002505,o__Bacteroidales
A00001946,c__Crenarchaeota
C00002507n0,p__Omnitrophica
C00002507n1,p__Omnitrophica
C00002501,f__Pseudoalteromonadaceae
C00002500,f__Burkholderiaceae
C00002503,o__Gemmatimonadales
A00001947,g__Methanocaldococcus
A00004132,g__Campylobacter
A00004133,g__Oribacterium
A00000145,f__Entomoplasmataceae
A00000412,g__Leptospira
A00005434,g__Mycoplasma
A00000411,g__Lactococcus
A00005230,g__Salmonella
A00000410,g__Lactobacillus
A00005231,g__Thioalkalivibrio
A00000417,g__Marinobacter
A00005232,g__Anabaena_Nostoc
A00000416,c__Alphaproteobacteria
A00005233,g__Streptococcus
A00000415,g__Listeria
A00005234,g__Escherichia
A00000414,g__Leuconostoc
A00005235,f__Planococcaceae
A00004628,g__Escherichia
A00004629,g__Leptospira
A00005236,g__Salmonella
A00004620,g__Helicobacter
A00004621,g__Mycobacterium
A00004622,g__Mycobacterium
A00004623,g__Mycobacterium
A00004624,g__Mycobacterium
A00004625,g__Mycobacterium
A00004626,g__Leptospira
A00004627,g__Escherichia
A00005238,g__Enterococcus
A00005239,s__nucleatum
A00000969,g__Paenibacillus
A00000968,g__Neorickettsia
A00000963,g__Micrococcus
A00000962,g__Methylovorus
A00000961,g__Methylotenera
A00000960,g__Methylobacterium
A00000967,g__Neisseria
A00000966,c__Actinobacteria
A00000965,g__Mycoplasma
A00000964,g__Mycobacterium
A00000443,f__Comamonadaceae
A00005435,g__Leuconostoc
A00002709,f__Thermoactinomycetaceae
A00002708,p__Synergistetes
A00002705,g__Mycobacterium
A00002704,g__Peptoniphilus
A00002707,g__Lactobacillus
A00002706,g__Pseudomonas
A00002701,g__Yersinia
A00002700,g__Staphylococcus
A00002703,g__Actinomyces_1
A00002702,g__Rothia
A00001618,g__Neisseria
A00001619,g__Neisseria
A00000446,g__Burkholderia
A00001612,g__Mycobacterium
A00001613,g__Ureaplasma
A00001610,g__Listeria
A00001611,g__Mycobacterium
A00001616,g__Neisseria
A00001617,g__Neisseria
A00001614,f__Entomoplasmataceae
A00001615,g__Neisseria
A00005281,g__Enterococcus
A00005280,g__Enterococcus
A00005283,g__Ramlibacter
A00005282,g__Lactobacillus
A00005285,g__Staphylococcus
A00005284,g__Staphylococcus
A00002839,g__Streptomyces
A00002838,g__Pseudomonas
A00002837,g__Mobiluncus
A00002836,g__Neisseria
A00002835,g__Francisella
A00002834,g__Peptoclostridium
A00002833,g__Candidatus_Accumulibacter
A00002832,g__Salmonella
A00002831,g__Candidatus_Arthromitus
A00002830,g__Lactobacillus
A00003610,g__Erysipelothrix
A00003611,g__Arcobacter
A00003612,g__Anaerostipes
A00003613,g__Pseudomonas
A00003614,g__Brucella
A00003615,g__Lactobacillus
A00003616,g__Desulfovibrio
A00003617,g__Candidatus_Pelagibacter
A00003618,g__Clostridium
A00003619,g__Desulfitobacterium
C00001405,o__Bacteroidales
C00001404,g__Treponema
C00001407,g__Geobacter
C00001406,o__O4D2Z37
C00001401,p__Zixibacteria
C00001400,o__OPB11
C00001403,c__SJA-28
C00001402,g__Candidatus_Moduliflexus
C00001408,g__Melioribacter
A00004397,g__Streptococcus
C00002699,g__Burkholderia
C00002698,o__Cytophagales
C00002695,p__Armatimonadetes
C00002694,o__SBR1031
C00002697,o__[Saccharimonales]
C00002696,o__Sphingobacteriales
C00002691,g__Niastella
C00002690,o__Cytophagales
C00002693,p__Armatimonadetes
C00002692,g__Niabella
A00004544,g__Mycobacterium
A00005010,g__Neisseria
A00000398,g__Campylobacter
A00000394,g__Buchnera
A00000395,g__Burkholderia
A00000396,g__Burkholderia
A00000397,g__Campylobacter
A00000390,f__Rhodocyclaceae
A00000391,g__Bacillus
A00000392n0,g__Bartonella
A00000392n1,g__Bartonella
A00000393,g__Bifidobacterium
A00001371,g__Xenorhabdus
A00001370,g__Vibrio
A00001373,g__Acinetobacter
A00001372,g__Acinetobacter
A00001375,g__Alistipes
A00001374,g__Acinetobacter
A00001377,g__Arthrospira
A00001376,g__Arthrobacter
A00001379,g__Bacillus
A00001378,g__Bacillus
A00005704,g__Enterococcus
A00005705,g__Pseudomonas
A00005706,g__Thioalkalivibrio
A00005707,g__Leptospira
A00005700,g__Frankia
A00005701,g__Leptospira
A00005702,g__Streptomyces
A00005703,g__Leptospira
A00005708,g__Leptospira
A00005709,f__Rhodobacteraceae
A00000570,g__Brucella
A00000571,g__Parabacteroides
A00000572,c__Alphaproteobacteria
A00000573,f__Synechococcaceae
A00000574,g__Pseudomonas
A00000575,g__Rickettsia
A00000576,g__Rickettsia
A00000577,g__Rickettsia
A00000578,g__Rickettsia
A00000579,g__Roseiflexus
A00001115,g__Sphingobium
A00001114,f__Gallionellaceae
A00001117,g__Staphylococcus
A00001116,f__Glycomycetaceae
A00001110,g__Rhodococcus
A00001113,g__Shewanella
A00001112,g__Segniliparus
A00004479,g__Peptoclostridium
A00004478,g__Sinorhizobium_Ensifer
C00002334,o__[Methylomirabiliales]
C00002335,o__[Methylomirabiliales]
C00002332,c__Acidobacteriia
C00002333,p__Proteobacteria
C00002330,f__Desulfobacteraceae
C00002331,o__Flavobacteriales
C00001672,o__OPB11
C00001670,g__Candidatus_Vecturithrix
C00001671,g__Candidatus_Moduliflexus
A00002136,g__Actinoplanes
A00002137,g__Corynebacterium
A00002134,g__Sediminibacterium
A00002135,g__Serratia
A00002132,g__Desulfitobacterium
A00002133,g__Ruminococcuse1
A00002130,g__Enterococcus
A00002131,g__Helicobacter
A00002138,g__Bacillus
A00002139,g__Ochrobactrum
C00000679,g__Flavobacterium
C00000678,g__Niastella
A00003849,f__Cyclobacteriaceae
A00003848,g__Enterococcus
A00005666,g__Staphylococcus
A00003845,g__Staphylococcus
A00003844,g__Pseudomonas
A00003847,f__Synechococcaceae
C00000672,f__Lachnospiraceae
A00003841,g__Streptococcus
A00003840,g__Pectobacterium
A00003843,g__Burkholderia
A00003842,g__Enterococcus
A00005664,g__Leptospira
A00005663,g__Mycobacterium
A00005662,g__Enterococcus
A00004893,g__Caulobacter
A00004892,g__Novosphingobium
A00004891,g__Rhizobium
A00004890,g__Rhizobium
A00004242,g__Actinobacillus
A00004243,g__Methylobacterium
A00001544,g__Roseobacter
A00004241,g__Prevotella
A00004246,g__Yersinia
A00001540,g__Pyrococcus
C00000370,f__Lachnospiraceae
A00004245,g__Actinomyces
A00003269,g__Paracoccus
A00003268,g__Bradyrhizobium
A00003261,g__Acinetobacter
A00003260,g__Streptococcus
A00003262,g__Streptomyces
A00003265,g__Streptococcus
A00003264,g__Acidithiobacillus
A00003267,g__Campylobacter
A00003266,g__Roseomonas
A00005049,g__Pseudomonas
A00005048,f__Phormdiaceae
A00005047,g__Bacillus
A00005046,f__Cyclobacteriaceae
A00005042,f__Pseudonocardiaceae
A00000769,g__Bacillus
A00000768,g__Arthrobacter
A00000765,g__Aliivibrio
A00000764,g__Agrobacterium
A00000767,f__Bacillaceae
A00000766,g__Anaeromyxobacter
A00000761,g__Acinetobacter
A00000760,g__Acidithiobacillus
A00000763,g__Rhizobium
A00000762,g__Acinetobacter
C00002523,g__Pseudomonas
C00002522,g__Flavobacterium
C00002527,f__Burkholderiaceae
C00002526,g__Solibacillus
C00002525n0,g__Pseudomonas
C00002525n1,g__Pseudomonas
C00002524,g__Arcobacter
C00002529,o__Chroococcales
C00002528,p__Proteobacteria
A00005443,f__Phormdiaceae
A00005442,g__Streptococcus
A00005441,g__Chlamydophila
A00000189,g__Pasteurella
A00000188,g__Candidatus_Phytoplasma
A00005440,g__Chlamydophila
A00000181,g__Nitrosococcus
A00000180,g__Nitrobacter
A00000183,g__Nitrosomonas
A00000182,g__Nitrosomonas
A00000185,g__Nocardia
A00000184,f__Nitrosomonadaceae
A00000187,f__[Halobacillaceae]
A00000186,g__Anabaena_Nostoc
A00005445,g__Acinetobacter
A00005444,g__Staphylococcus
A00004648,g__Helicobacter
A00004649,g__Hydrogenobaculum
A00004646,g__Helicobacter
A00004647,g__Thioalkalivibrio
A00004644,g__Escherichia
A00004645,f__Rhodospirillales
A00004642,g__Candidatus_Portiera
A00004643,g__Propionibacterium
A00004640,g__Myroides
A00004641,g__Myroides
A00000981,g__Streptococcus
A00000980,g__Streptococcus
A00000983,g__Teredinibacter
A00000982,g__Streptococcus
A00000985,f__Thermococcaceae
A00000984,g__Thermococcus
A00000987,g__Acidaminococcus
A00000986,g__Variovorax
A00000989,g__Anaplasma
A00000988,g__Ammonifex
C00000442n0,g__Butyrivibrio
C00000442n1,g__Butyrivibrio
C00000443,g__Ruminococcuse1
C00000440,k__Bacteria
C00000441,f__Ruminococcaceae
C00000446,k__Bacteria
C00000447,g__Alistipes
C00000444,g__Odoribacter
C00000445,c__Alphaproteobacteria
C00000448,f__Ruminococcaceae
C00000449,g__Eubacterium
A00003872,g__Bacillus
A00001588,g__Escherichia
A00001589,g__Escherichia
A00001582,g__Chlamydophila
A00001583,g__Chlamydophila
A00001580,g__Chlamydophila
A00001581,g__Chlamydophila
A00001586,g__Clostridium
A00001587,g__Corynebacterium
A00001584,g__Chlamydophila
A00001585,g__Clostridium
A00002723,g__Eubacterium
A00002722,g__Streptococcus
A00002721,g__Yersinia
A00002720,g__Vibrio
A00002727,g__Rhizobium
A00002726,g__Streptomyces
A00002725,g__Enterococcus
A00002724,g__Mycobacterium
A00005119,g__Pseudomonas
A00005118,g__Campylobacter
A00002729,g__Brucella
A00002728,c__Actinobacteria
A00003452,f__[Balneolaceae]
A00003453,g__Magnetospirillum
A00003982,g__Clostridium
A00003451,g__Listeria
A00003984,g__Escherichia
A00003985,g__Sinorhizobium_Ensifer
A00003987,g__Corynebacterium
A00003988,g__Streptomyces
A00003989,g__Bacillus
A00003458,f__Acetobacteraceae
A00001630,g__Ralstonia
A00001631,g__Riemerella
A00001632,g__Salmonella
A00001633,g__Salmonella
A00001634,g__Shewanella
A00001635,g__Sinorhizobium_Ensifer
A00001636,g__Staphylococcus
A00001637,g__Staphylococcus
A00001638,g__Staphylococcus
A00001639,g__Staphylococcus
C00001795,f__Propionibacteriaceae
C00001794,c__Gammaproteobacteria
C00001797,g__Treponema
C00001796,g__Treponema
C00001791,g__DCE29
C00001790,p__MSB-4H9
C00001793,o__Pla1
C00001792,p__WS1
C00001799,g__Candidatus_Vecturithrix
C00001798,g__Paludibacter
A00002855,g__Lactobacillus
A00002854,g__Corynebacterium
A00002857,g__Niastella
A00002584,g__Xylella
A00002851,g__Enterococcus
A00002850,g__Carboxydothermus
A00002581,g__Porphyromonas
A00002852,g__Escherichia
A00002859,g__Arthrospira
A00002858,g__Rhizobium
A00002589,g__Lactobacillus
A00002588,g__Mesotoga
A00003676,g__Parasutterella
A00003677,g__Escherichia
A00003674,g__Enterococcus
A00003675,f__Rhodobacteraceae
A00003672,g__Leptonema
A00003673,g__Shewanella
A00003670,g__Chlamydia
A00003671,g__Staphylococcus
A00003678,g__Spirochaeta
C00001429,g__Melioribacter
C00001428,g__DCE29
C00001423,c__SJA-28
C00001422,p__Zixibacteria
C00001421,o__OPB11
C00001420n0,p__WS1
C00001420n1,p__WS1
C00001427,g__Geobacter
C00001426,o__Bacteroidales
C00001425,g__Treponema
C00001424,g__Syntrophus
A00003188,g__Vibrio
A00003189,g__Clostridium
A00003180,g__Rhizobium
A00003181,g__Escherichia
A00003182,g__Propionibacterium
A00003183,g__Candidatus_Pelagibacter
A00003184,g__Coxiella
A00003185,g__Slackia
A00003186,f__Beijerinckiaceae
A00003187,g__Leuconostoc
A00001193,g__Amycolatopsis
A00004360,g__Pasteurella
A00000372,g__Bacillus
A00000373,g__Bacillus
A00000370,g__Agrobacterium
A00000371,g__Agrobacterium
A00000376n0,g__Ehrlichia
A00000376n1,g__Ehrlichia
A00000377,g__Ehrlichia
A00000374n0,g__Corynebacterium
A00000374n1,g__Corynebacterium
A00000375n0,g__Ehrlichia
A00000375n1,g__Ehrlichia
A00000378,g__Pseudomonas
A00000379,g__Rhodopseudomonas
A00001357,g__Rothia
A00001356,g__Riemerella
A00001355,g__Rhodopseudomonas
A00001354,f__Hyphomicrobiaceae
A00001353,g__Rhodococcus
A00001352,g__Rahnella
A00001351,g__Pseudoxanthomonas
A00001350,g__Pseudomonas
A00004189,g__Olivibacter
A00004188,g__Paenibacillus
A00001359,g__Staphylococcus
A00001358,g__Ruminococcuse1
A00000516,g__Rhizobium
A00000517,g__Rhodobacter
A00000514,g__Pyrobaculum
A00000515,g__Cupriavidus
A00000512,g__Pseudomonas
A00000513,g__Psychrobacter
A00000510,g__Pseudomonas
A00000511,g__Pseudomonas
A00000518,g__Roseiflexus
A00000519,g__Salinispora
A00005588,g__Mycobacterium
A00005589,g__Escherichia
A00005586,g__Escherichia
A00005587,g__Escherichia
A00005584,g__Bartonella
A00005585,g__Brucella
A00005582,g__Fischerella
A00005583,g__Streptococcus
A00005580,g__Salinispora
A00005581,g__Pseudanabaena
C00002319,g__Candidatus_Moduliflexus
C00002314,p__AC1
C00002315,o__Caenarcaniphilales
C00002316,p__MSB-4H9
C00002317,p__Parcubacteria
C00002310,g__Candidatus_Moduliflexus
C00002311,p__Aminicenantes
C00002312,g__Candidatus_Vecturithrix
C00002313,p__Zixibacteria
C00001654,o__LG048
C00001655,p__Aminicenantes
C00001656,p__MSB-4H9
C00001657,o__O4D2Z37
C00001650,p__MSB-4H9
C00001651,f__Propionibacteriaceae
C00001652,g__Streptococcus
C00001653,g__Geobacter
C00001658,c__Acidobacteriia
C00001659,c__Dehalococcoidetes
A00004329,g__Acetobacter
A00004328,g__Brucella
A00001139,g__Acetobacter
A00001138,g__Acetobacter
A00004321,g__Erysipelatoclostridium
A00004320,o__Flavobacteriales
A00004323,g__Shewanella
A00001130,g__Thiomonas
A00004325,g__Tannerella
A00004456,g__Sinorhizobium_Ensifer
A00001135,g__Yersinia
A00001134,g__Xenorhabdus
A00002448,g__Burkholderia
A00002449,g__Streptococcus
A00002118,g__Prevotella
A00002114,g__Sinorhizobium_Ensifer
A00002115,g__Streptococcus
A00002116,g__Actinomyces_1
A00002117,g__Staphylococcus
A00002110,g__Staphylococcus
A00002111,g__Sinorhizobium_Ensifer
A00002112,f__Halobacteroidaceae
A00002113,g__Bacillus
A00003863,g__Salinispora
A00003862,g__Bacillus
A00003861,g__Peptostreptococcus
A00003860n0,g__Thioalkalivibrio
A00003860n1,g__Thioalkalivibrio
A00003867,g__Rhodobacter
A00003866,g__Salmonella
A00003865,g__Oribacterium
C00000658,p__Armatimonadetes
C00000657,c__SJA-28
C00000656,g__Thermodesulfovibrio
A00003869,g__Streptococcus
A00003868,g__Rhizobium
C00000653,o__[Saccharimonales]
C00000652,k__Bacteria
C00000651,o__[Saccharimonales]
C00000650,o__HOC36
A00003725,f__Promicromonosporaceae
A00003723,g__Escherichia
A00003249,g__Streptococcus
A00003248,f__Lachnospiraceae
A00003247,g__Klebsiella
A00003246,g__Acetobacter
A00003245,g__Thioalkalimicrobium
A00003243,g__Erysipelatoclostridium
A00003242,g__Streptococcus
